Day,Month,Year,Country,Location/Atoll,Protection Status,Duration of protection,Site,any other metadata,Depth,Family,Species,FID,Fish size,IP/TP (parrots),Group size,Pre-flight behaviour,post-flight,Observer,Structure (CI - average of site),Fishers,pop,km reef,fishers/km,pop/km,fishers/kmmpa,pop/kmmpa
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjannus gibbus,620,30,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjannus gibbus,620,35,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjannus gibbus,490,35,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjannus gibbus,490,35,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjannus gibbus,490,35,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjannus gibbus,490,35,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjannus gibbus,490,35,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjannus gibbus,450,35,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjannus gibbus,450,35,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjannus gibbus,450,35,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjannus gibbus,450,35,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjannus gibbus,450,35,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjannus gibbus,600,35,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjannus gibbus,600,35,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjannus gibbus,600,35,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjannus gibbus,600,35,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjannus gibbus,600,35,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjannus gibbus,500,35,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjannus gibbus,500,35,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjannus gibbus,500,35,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjannus gibbus,500,35,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjannus gibbus,500,35,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjannus gibbus,550,25,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
26,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjanus bohar,400,45,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
26,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjanus bohar,400,45,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
26,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjanus bohar,400,45,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
26,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjanus bohar,500,45,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
26,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjanus bohar,330,45,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
26,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjanus bohar,330,45,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
26,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,15,Lutjanidae,Lutjanus semicinctus,480,25,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
26,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,2,Lutjanidae,Lutjanus semicinctus,400,25,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
26,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,2,Lutjanidae,Lutjanus semicinctus,460,25,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
26,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,2,Lutjanidae,Lutjanus semicinctus,270,25,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
26,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,2,Lutjanidae,Lutjanus semicinctus,350,25,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Haemulidae,Plectorhinchus orientalis,610,45,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Haemulidae,Plectorhinchus orientalis,610,45,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Haemulidae,Plectorhinchus orientalis,610,45,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Haemulidae,Plectorhinchus orientalis,610,45,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Haemulidae,Plectorhinchus orientalis,700,45,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Haemulidae,Plectorhinchus orientalis,700,45,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Haemulidae,Plectorhinchus orientalis,700,45,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Haemulidae,Plectorhinchus orientalis,600,45,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Haemulidae,Plectorhinchus orientalis,340,45,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Haemulidae,Plectorhinchus orientalis,370,45,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Haemulidae,Plectorhinchus orientalis,370,45,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Haemulidae,Plectorhinchus orientalis,400,45,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Haemulidae,Plectorhinchus orientalis,380,45,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Haemulidae,Plectorhinchus orientalis,260,45,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Haemulidae,Plectorhinchus orientalis,260,45,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Serranidae,Variola louti,510,60,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus bleekeri,340,25,IP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus bleekeri,190,25,IP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus bleekeri,310,25,IP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus bleekeri,310,25,IP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus bleekeri,220,20,IP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
26,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus bleekeri,340,15,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
26,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus bleekeri,300,15,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
26,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus bleekeri,320,15,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
26,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus bleekeri,310,15,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
26,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus bleekeri,310,15,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
26,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus bleekeri,380,15,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
26,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus bleekeri,360,15,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
26,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus bleekeri,360,15,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
26,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus bleekeri,370,15,,,group,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
26,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus bleekeri,320,15,,,group,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
26,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus bleekeri,320,10,,,group,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
26,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus bleekeri,320,10,,,group,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
26,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus bleekeri,320,15,,,group,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
26,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus bleekeri,320,15,,,group,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
26,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus bleekeri,290,10,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
26,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus bleekeri,270,15,,,feeding,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus lineatus,490,10,,,Schooling,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
26,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus bleekeri,270,15,,,feeding,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus sordidus,280,15,IP/JP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus sordidus,400,15,IP/JP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus sordidus,200,15,IP/JP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus sordidus,200,15,IP/JP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus sordidus,200,15,IP/JP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus sordidus,180,30,IP/JP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus sordidus,240,25,IP/JP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus sordidus,240,30,IP/JP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus sordidus,250,30,IP/JP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus sordidus,130,30,IP/JP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus sordidus,130,30,IP/JP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus lineatus,380,10,,,Schooling,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus lineatus,300,10,,,Schooling,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus lineatus,270,10,,,Schooling,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus lineatus,330,10,,,Schooling,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus lineatus,330,10,,,Schooling,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus lineatus,330,10,,,Schooling,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus lineatus,230,10,,,Schooling,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus lineatus,320,10,,,Schooling,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus lineatus,400,10,,,Schooling,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus lineatus,230,10,,,Schooling,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus lineatus,330,10,,,Schooling,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus lineatus,230,10,,,Schooling,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus lineatus,320,10,,,Schooling,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus sordidus,130,30,IP/JP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus sordidus,330,25,IP/JP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus lineatus,400,10,,,Schooling,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus lineatus,230,10,,,Schooling,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus lineatus,230,10,,,Schooling,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus nigrofuscus,200,10,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus sordidus,300,25,IP/JP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus sordidus,220,30,IP/JP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus sordidus,260,25,IP/JP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus sordidus,220,35,IP/JP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus sordidus,100,35,IP/JP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus nigrofuscus,200,10,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus nigrofuscus,200,10,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus sordidus,150,15,IP/JP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus sordidus,160,25,IP/JP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus nigrofuscus,240,10,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus nigrofuscus,190,10,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus nigrofuscus,210,10,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus nigrofuscus,210,15,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus nigrofuscus,280,10,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus sordidus,160,25,IP/JP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Chlorurus sordidus,160,15,IP/JP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Scarus dimidiatus,280,15,IP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus nigrofuscus,260,15,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Scarus dimidiatus,230,15,IP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Scarus dimidiatus,260,15,IP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus nigrofuscus,270,10,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus nigrofuscus,270,10,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Scarus dimidiatus,260,15,IP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Scarus dimidiatus,260,15,IP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Scarus dimidiatus,260,15,IP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Scaridae,Scarus dimidiatus,270,15,IP,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Acanthuridae,Acanthurus nigrofuscus,270,15,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
